,Unnamed: 0,Connectivity_Index,ADOS_TOTAL_Corr,ADOS_COMM_Corr,ADOS_SOCIAL_Corr,ADOS_STEREO_Corr,Unnamed: 0.1,First_ROI_Index,First_ROI_Name,Second_ROI_Index,Second_ROI_Name,P_Values,ASD_Mean,TD_Mean,ASD_STD,TD_STD,Dominant_Group,First_ROI_Network,Second_ROI_Network,Networks
10,10,1155,-0.15560533,-0.10065644,-0.15806659,-0.09910416,158,32,"Inferior parietal lobule ([IPL], 32)",41,"Middle frontal gyrus ([MiFG], 41)",0.0326669418240934,0.2026809245209862,0.1389845883642599,0.2572452600071276,0.2443047014928749,ASD,CC,CC,CC-CC
11,11,395,-0.13471016,-0.07995449,-0.14055824,-0.039147902,143,9,"Left postcentral gyrus ([L PoCG], 9)",17,"Calcarine gyrus ([CalcarineG], 17)",0.0296776417105913,0.035320457530555,-0.015450242163959,0.2023342805350118,0.1904695233991462,ASD,SM,VIS,SM-VIS
12,12,875,-0.13254161,-0.038388684,-0.1626788,0.109453015,196,21,"Right middle occipital gyrus ([R MOG], 21)",47,"Anterior cingulate cortex ([ACC], 47)",0.0498952846296297,-0.0983461053559631,-0.1483420450857016,0.2082280741296632,0.2188861347463848,ASD,VIS,DM,VIS-DM
13,13,893,-0.13205221,-0.13746205,-0.10169877,0.0932473,90,22,Fusiform gyrus (22),34,"Supplementary motor area ([SMA], 34)",0.0108785325573376,-0.0979273523414213,-0.160421273642252,0.1954062685442402,0.2137044958141294,ASD,VIS,CC,VIS-CC
14,14,965,-0.13079326,-0.15781984,-0.08772702,-0.15600495,122,24,"Lingual gyrus ([LingualG], 24)",47,"Anterior cingulate cortex ([ACC], 47)",0.0219782611976548,-0.103016815769031,-0.1575594121535576,0.2037539765641835,0.1962917627855118,ASD,VIS,DM,VIS-DM
15,15,665,-0.12886879,-0.09363732,-0.12435699,-0.124635056,98,15,"Superior parietal lobule ([SPL], 15)",44,Precuneus (44),0.013133534402642,-0.0873038792814618,-0.1526681921052247,0.2315962877278131,0.2115884287726175,ASD,SM,DM,SM-DM
16,16,753,-0.12846147,-0.07068809,-0.13790107,-0.04387505,62,18,"Middle occipital gyrus ([MOG], 18)",24,"Lingual gyrus ([LingualG], 24)",0.0052696589200929,0.4693921753163071,0.3845298395654485,0.2460040070953387,0.2614237006650543,ASD,VIS,VIS,VIS-VIS
17,17,1328,-0.1262033,-0.14725529,-0.08864818,0.15756655,38,43,Precuneus (43),49,"Posterior cingulate cortex ([PCC], 49)",0.0022678309827237,0.1931696952347316,0.2980575176014265,0.2815615657018617,0.2917251495488694,TD,DM,DM,DM-DM
18,18,42,-0.120523594,-0.055877596,-0.13525575,-0.006231144,34,1,Caudate (1),44,Precuneus (44),0.001507848903357,-0.0106056109620989,0.060834403725501,0.2017247391596632,0.1758893734220145,TD,SC,DM,SC-DM
19,19,49,-0.11830227,-0.09423001,-0.108731255,-0.24962057,95,1,Caudate (1),51,"Cerebellum ([CB], 51)",0.0123437098311488,0.032125525233914,0.0957950686855956,0.2218811281736374,0.2058007829363054,TD,SC,CB,SC-CB
20,20,749,-0.10902935,-0.058753215,-0.11764779,-0.028483097,50,18,"Middle occipital gyrus ([MOG], 18)",20,Cuneus (20),0.003293616567522,0.4697093647646087,0.3754766662480231,0.2705441937595803,0.2661316427416217,ASD,VIS,VIS,VIS-VIS
21,21,1324,-0.10868289,-0.12722708,-0.07518491,0.011017925,22,43,Precuneus (43),45,"Anterior cingulate cortex ([ACC], 45)",0.0006951695238783,0.0579150312683545,0.1526128773429405,0.2529594014003579,0.2148939867117253,TD,DM,DM,DM-DM
22,22,643,-0.10679423,-0.083079115,-0.09936864,-0.1740346,130,15,"Superior parietal lobule ([SPL], 15)",22,Fusiform gyrus (22),0.0257688471024189,0.0523475333601508,0.1108466029125908,0.2080482893779268,0.2296394237721895,TD,SM,VIS,SM-VIS
23,23,993,-0.106015354,-0.0657526,-0.1087706,-0.021798506,33,25,"Middle temporal gyrus ([MTG], 25)",47,"Anterior cingulate cortex ([ACC], 47)",0.0014192293232613,0.004874798342263,-0.0746221629187667,0.1952907415331961,0.2181102276325748,ASD,VIS,DM,VIS-DM
24,24,1178,-0.10547364,-0.0016298401,-0.14692274,-0.15545997,5,33,"Left inferior parietal lobue ([R IPL], 33)",44,Precuneus (44),8.011018678777167e-05,-0.2065881600816486,-0.3104117628796679,0.2385781598519863,0.2009440250662393,ASD,CC,DM,CC-DM
25,25,1323,-0.10128673,-0.16206524,-0.04589721,0.058380824,96,43,Precuneus (43),44,Precuneus (44),0.0125860816306194,0.215860109137223,0.291462533894017,0.2352740026221572,0.2683859146682906,TD,DM,DM,DM-DM
26,26,1069,-0.09523735,0.041463725,-0.1585759,-0.11128688,72,28,"Superior medial frontal gyrus ([SMFG], 28)",45,"Anterior cingulate cortex ([ACC], 45)",0.0067002070876331,0.3736331082679753,0.4465163610590008,0.2385405369181907,0.2132133818489004,TD,CC,DM,CC-DM
27,27,895,-0.09351704,-0.15514265,-0.036996,0.15019661,111,22,Fusiform gyrus (22),36,"Middle frontal gyrus ([MiFG], 36)",0.0173525244787551,-0.1593879977151158,-0.1000905986096054,0.2026742670687898,0.2140585752604403,TD,VIS,CC,VIS-CC
28,28,189,-0.09260542,-0.090203814,-0.07524744,-0.062943935,164,4,Caudate (4),41,"Middle frontal gyrus ([MiFG], 41)",0.035231728861434,0.000961260461251,0.0541903758258041,0.2150921890903675,0.2097333886351322,TD,SC,CC,SC-CC
29,29,451,-0.09024592,-0.014276317,-0.11792012,-0.1588886,142,10,"Paracentral lobule ([ParaCL], 10)",30,"Right inferior frontal gyrus ([R IFG], 30)",0.0296581962878223,-0.0400749218844964,-0.0915392366879759,0.1966729740921297,0.200164917498315,ASD,SM,CC,SM-CC
30,30,929,-0.09007029,0.03456657,-0.14724843,0.013944228,148,23,"Inferior occipital gyrus ([IOG], 23)",40,"Inferior frontal gyrus ([IFG], 40)",0.0311761805419946,-0.0910084011836748,-0.0272126057324785,0.2206926143559682,0.269313175851858,TD,VIS,CC,VIS-CC
31,31,263,-0.08518481,-0.06263843,-0.081438005,0.05022552,155,6,"Superior temporal gyrus ([STG], 6)",20,Cuneus (20),0.0325984985215955,0.0389157761898964,0.0897459181493264,0.1870564849556903,0.2094744490212661,TD,AUD,VIS,AUD-VIS
32,32,1293,-0.08044532,0.001570575,-0.113760255,-0.07248211,27,40,"Inferior frontal gyrus ([IFG], 40)",47,"Anterior cingulate cortex ([ACC], 47)",0.0008781877867053,0.0126656016558018,-0.0788033509068268,0.2222672693031658,0.2352093914238142,ASD,CC,DM,CC-DM
33,33,174,-0.07894999,-0.07398319,-0.06591374,-0.10498942,103,4,Caudate (4),26,"Inferior parietal lobule ([IPL], 26)",0.0144150753139109,-0.0687101816765181,-0.0115823532201239,0.2013731347853762,0.1908890264114751,TD,SC,CC,SC-CC
34,34,1326,-0.07469444,-0.062870845,-0.06661311,0.084572196,80,43,Precuneus (43),47,"Anterior cingulate cortex ([ACC], 47)",0.0085342877130073,-0.0653442330776159,-0.0005424030448236,0.2012488377734662,0.2104877066645965,TD,DM,DM,DM-DM
35,35,1233,-0.07123808,0.06896748,-0.14147788,0.004659596,58,36,"Middle frontal gyrus ([MiFG], 36)",45,"Anterior cingulate cortex ([ACC], 45)",0.0047475297566149,0.0852668702456878,0.0060206912324415,0.2187341058002257,0.2473919759519759,ASD,CC,DM,CC-DM
36,36,1207,-0.07103034,-0.018080028,-0.0889053,-0.15733205,23,35,"Superior frontal gyrus ([SFG], 35)",36,"Middle frontal gyrus ([MiFG], 36)",0.0007209821768285,0.0081579093864018,-0.0985657640072356,0.248341195177503,0.2750721884735813,ASD,CC,CC,CC-CC
37,37,1183,-0.07037528,-0.03162794,-0.079635955,-0.073933005,56,33,"Left inferior parietal lobue ([R IPL], 33)",49,"Posterior cingulate cortex ([PCC], 49)",0.0042307284608601,-0.3360684611308464,-0.4118534942865347,0.2201394972833383,0.2229010047439179,ASD,CC,DM,CC-DM
38,38,661,-0.06377399,0.119221136,-0.16068256,0.15523356,121,15,"Superior parietal lobule ([SPL], 15)",40,"Inferior frontal gyrus ([IFG], 40)",0.0216681396761946,-0.010277243552142,0.055452011538986,0.2059323808165621,0.2651083097781726,TD,SM,CC,SM-CC
39,39,1345,-0.06106867,-0.013932548,-0.07725691,-0.18186413,11,45,"Anterior cingulate cortex ([ACC], 45)",49,"Posterior cingulate cortex ([PCC], 49)",0.000218416996364,0.3433603181328721,0.448131284292252,0.2426439848214373,0.2302905737908542,TD,DM,DM,DM-DM
40,40,1362,-0.059781037,-0.21355724,0.045757033,0.06721674,54,47,"Anterior cingulate cortex ([ACC], 47)",53,"Cerebellum ([CB], 53)",0.0035471533290584,-0.0073762178029548,0.0594306072439619,0.1851805915487362,0.1968103094268107,TD,DM,CB,DM-CB
41,41,1216,-0.05857427,-0.027476959,-0.0655792,-0.22552362,51,35,"Superior frontal gyrus ([SFG], 35)",45,"Anterior cingulate cortex ([ACC], 45)",0.0034004829932869,0.216967903126959,0.3010535708565685,0.2505349798195348,0.2310704840254405,TD,CC,DM,CC-DM
42,42,262,-0.056729406,-0.06596686,-0.039609276,-0.049658906,161,6,"Superior temporal gyrus ([STG], 6)",19,"Middle temporal gyrus ([MTG], 19)",0.0334593866675671,0.0723381526871104,0.1300376574384524,0.2303075899251255,0.2255651414676429,TD,AUD,VIS,AUD-VIS
43,43,1279,-0.055535287,-0.07395527,-0.033025764,0.3147658,75,39,"Middle cingulate cortex ([MCC], 39)",46,"Posterior cingulate cortex ([PCC], 46)",0.0070644682305506,0.1237742571804182,0.0554411725677231,0.2098601729578262,0.2144713364023718,ASD,CC,DM,CC-DM
44,44,619,-0.054673288,-0.058812704,-0.041227806,0.029029178,35,14,"Precentral gyrus ([PreCG], 14)",36,"Middle frontal gyrus ([MiFG], 36)",0.0015099577696727,0.0904451774218388,0.1796106078247485,0.2443584018513787,0.2264310074278648,TD,SM,CC,SM-CC
45,45,202,-0.05361541,-0.052879564,-0.043252926,0.083199754,24,5,Thalamus (5),6,"Superior temporal gyrus ([STG], 6)",0.0008032530174948,0.0534749403018068,-0.0436963933861712,0.2427058274038989,0.2412298657488086,ASD,SC,AUD,SC-AUD
46,46,990,-0.053341653,0.057842888,-0.10805773,-0.1370736,116,25,"Middle temporal gyrus ([MTG], 25)",44,Precuneus (44),0.0185676661873852,-0.0269694340545357,-0.0920117487440114,0.2532829753588141,0.2121161799553278,ASD,VIS,DM,VIS-DM
47,47,317,-0.05192539,-0.010293233,-0.06661073,-0.19380096,128,7,"Middle temporal gyrus ([MTG], 7)",28,"Superior medial frontal gyrus ([SMFG], 28)",0.02547309840918,-0.2412180981964194,-0.306769121652567,0.2323178933788556,0.2570568245587353,ASD,AUD,CC,AUD-CC
48,48,146,-0.0503191,0.0360867,-0.09248885,0.085969515,132,3,Putamen (3),47,"Anterior cingulate cortex ([ACC], 47)",0.0263915249841582,-0.0191221616561816,-0.0787373149090577,0.2154960493969074,0.2330450407197821,ASD,SC,DM,SC-DM
49,49,471,-0.04953036,-0.036133565,-0.047566634,0.11346929,178,10,"Paracentral lobule ([ParaCL], 10)",50,"Cerebellum ([CB], 50)",0.0384818629941044,-0.0524155430224956,-0.1070966343074136,0.2254889194697275,0.2186710912229661,ASD,SM,CB,SM-CB
50,50,199,-0.049112786,-0.025306845,-0.053516526,0.06851558,25,4,Caudate (4),51,"Cerebellum ([CB], 51)",0.0008083299267648,-0.0837553136987438,0.002050779583132,0.2353525202432925,0.193964570454251,TD,SC,CB,SC-CB
51,51,773,-0.048967186,-0.08651833,-0.016191201,-0.12895578,70,18,"Middle occipital gyrus ([MOG], 18)",44,Precuneus (44),0.0066727947900474,-0.1043954319930163,-0.1728667533636266,0.2074115494279423,0.2145011138791203,ASD,VIS,DM,VIS-DM
52,52,1290,-0.04290715,-0.012985536,-0.05241026,0.014849033,20,40,"Inferior frontal gyrus ([IFG], 40)",44,Precuneus (44),0.0006165746009891,-0.040387337441504,-0.1397527074521715,0.25612971454759,0.2296589140285546,ASD,CC,DM,CC-DM
53,53,1181,-0.04121896,0.05063151,-0.08845111,0.15088698,9,33,"Left inferior parietal lobue ([R IPL], 33)",47,"Anterior cingulate cortex ([ACC], 47)",0.0001776560365853,-0.0935884423114145,-0.1976494344254398,0.2428388842880394,0.2207665999690451,ASD,CC,DM,CC-DM
54,54,759,-0.04015253,-0.058463357,-0.020851597,-0.106556125,41,18,"Middle occipital gyrus ([MOG], 18)",30,"Right inferior frontal gyrus ([R IFG], 30)",0.0023250588711438,-0.1375188713569781,-0.0616629258970049,0.1834609406491383,0.2266698520814683,TD,VIS,CC,VIS-CC
55,55,185,-0.039707772,0.005779236,-0.05920483,-0.082279995,10,4,Caudate (4),37,"Hippocampus ([HiPP], 37)",0.0002174532669475,0.1676455071371691,0.0650378715285742,0.2059067681511382,0.2499459909085849,ASD,SC,CC,SC-CC
56,56,1263,-0.036314927,0.01953822,-0.06273703,-0.29739428,3,38,"Left inferior parietal lobule ([L IPL], 38)",44,Precuneus (44),1.0893516528297656e-05,-0.1533564683147213,-0.2671161094985489,0.2297870645634127,0.2004641094088325,ASD,CC,DM,CC-DM
57,57,1073,-0.036111005,-0.019108336,-0.03908554,0.04003084,93,28,"Superior medial frontal gyrus ([SMFG], 28)",49,"Posterior cingulate cortex ([PCC], 49)",0.0114794963323119,0.4820178016981615,0.5521555554824381,0.2384312260772897,0.2274630862746606,TD,CC,DM,CC-DM
58,58,722,-0.035178427,-0.057465803,-0.014598433,0.07086329,17,17,"Calcarine gyrus ([CalcarineG], 17)",28,"Superior medial frontal gyrus ([SMFG], 28)",0.0004746640796044,-0.1427146026209436,-0.0472648959707086,0.2281506119570554,0.2273182814402475,TD,VIS,CC,VIS-CC
59,59,1172,-0.033748813,0.016305689,-0.05684676,0.02862514,86,33,"Left inferior parietal lobue ([R IPL], 33)",38,"Left inferior parietal lobule ([L IPL], 38)",0.009796348075058,0.3342436732945977,0.4062559391688893,0.2428494764479688,0.2255587952825075,TD,CC,CC,CC-CC
60,60,1342,-0.033732098,-0.1282336,0.030454142,0.021962052,36,45,"Anterior cingulate cortex ([ACC], 45)",46,"Posterior cingulate cortex ([PCC], 46)",0.0015157719861766,0.1241713756176251,0.2088507935347449,0.2363406510030038,0.2112964181995673,TD,DM,DM,DM-DM
61,61,384,-0.03370652,-0.031380467,-0.028306441,-0.26994506,78,8,"Postcentral gyrus ([PoCG], 8)",50,"Cerebellum ([CB], 50)",0.0073542758897305,-0.0570163585154194,0.010992325140539,0.2173554504108057,0.2083096661111143,TD,SM,CB,SM-CB
62,62,694,-0.032885466,-0.108475596,0.018319286,-0.18484344,120,16,"Postcentral gyrus ([PoCG], 16)",36,"Middle frontal gyrus ([MiFG], 36)",0.0212741094518281,-0.0346570735274748,0.0213830123574208,0.2039748094750401,0.2041713997162456,TD,SM,CC,SM-CC
63,63,925,-0.03189109,-0.081921846,0.004685838,-0.07051431,165,23,"Inferior occipital gyrus ([IOG], 23)",36,"Middle frontal gyrus ([MiFG], 36)",0.0354148979078607,-0.0865549831945149,-0.0328922827176241,0.2209987872191321,0.2082501902876691,TD,VIS,CC,VIS-CC
64,64,1295,-0.02930258,-0.086734265,0.0109090265,-0.11972537,52,40,"Inferior frontal gyrus ([IFG], 40)",49,"Posterior cingulate cortex ([PCC], 49)",0.0034626363911483,0.0001739492336548,-0.0947889973131893,0.251702396329974,0.2871873353124749,ASD,CC,DM,CC-DM
65,65,1054,-0.025698308,-0.001350769,-0.035169072,0.13131407,141,28,"Superior medial frontal gyrus ([SMFG], 28)",30,"Right inferior frontal gyrus ([R IFG], 30)",0.0286426102041397,0.2274551822000469,0.1627820615691504,0.2392768377105248,0.2549691399765315,ASD,CC,CC,CC-CC
66,66,1333,-0.025024049,-0.08660414,0.016822806,0.15002105,0,44,Precuneus (44),45,"Anterior cingulate cortex ([ACC], 45)",3.172545757329296e-08,0.1587463305810095,0.316232859177205,0.2542810405475485,0.2147893808591064,TD,DM,DM,DM-DM
67,67,160,-0.022914821,-0.015976613,-0.022439528,-0.1007145,79,4,Caudate (4),12,"Superior parietal lobule ([SPL], 12)",0.0078581539836136,-0.0156083957289696,-0.07605124156658,0.1835594426111365,0.1959315639495402,ASD,SC,SM,SC-SM
68,68,978,-0.019815626,0.04824074,-0.05669889,0.12105792,82,25,"Middle temporal gyrus ([MTG], 25)",32,"Inferior parietal lobule ([IPL], 32)",0.0089341982091852,-0.0547235701662517,0.0195751303257748,0.2356382200639313,0.2399796974487763,TD,VIS,CC,VIS-CC
69,69,1062,-0.019689884,0.032445975,-0.047339458,0.07095476,53,28,"Superior medial frontal gyrus ([SMFG], 28)",38,"Left inferior parietal lobule ([L IPL], 38)",0.0034970973467611,-0.3007862074244982,-0.3781144401224788,0.2356604419879878,0.2089630567195614,ASD,CC,CC,CC-CC
70,70,590,-0.018523496,0.07909736,-0.07382713,-0.23756188,60,13,"Paracentral lobule ([ParaCL], 13)",46,"Posterior cingulate cortex ([PCC], 46)",0.0049243959228972,-0.0763143928207468,-0.154347661807492,0.2316164138893394,0.2327201466262717,ASD,SM,DM,SM-DM
71,71,1019,-0.017060706,-0.17724957,0.081556395,0.20390126,8,26,"Inferior parietal lobule ([IPL], 26)",46,"Posterior cingulate cortex ([PCC], 46)",0.0001618196097979,0.1417832132604602,0.2422905237153542,0.2238057550488404,0.2199896147665701,TD,CC,DM,CC-DM
72,72,748,-0.015821856,-0.025557574,-0.0067228237,-0.094163135,66,18,"Middle occipital gyrus ([MOG], 18)",19,"Middle temporal gyrus ([MTG], 19)",0.0062664832453513,-0.0288814455799373,0.0440054470018527,0.2296322354921667,0.2177498419209834,TD,VIS,VIS,VIS-VIS
73,73,797,-0.01433772,-0.058121994,0.015070136,0.28453436,119,19,"Middle temporal gyrus ([MTG], 19)",34,"Supplementary motor area ([SMA], 34)",0.0211600359996781,0.1306692255475138,0.0664171331724722,0.2374106674999886,0.2307262589877392,ASD,VIS,CC,VIS-CC
74,74,758,-0.014264689,-0.015852612,-0.010400349,-0.0878213,152,18,"Middle occipital gyrus ([MOG], 18)",29,"Inferior frontal gyrus ([IFG], 29)",0.0320154095170371,-0.1265485521253174,-0.0738006975623349,0.201144769998306,0.2107523002646722,TD,VIS,CC,VIS-CC
75,75,1070,-0.014148244,-0.07345536,0.024323687,0.26931545,12,28,"Superior medial frontal gyrus ([SMFG], 28)",46,"Posterior cingulate cortex ([PCC], 46)",0.0002220574765784,0.0683082754778118,0.1684607397243649,0.2327790993673038,0.2199040311235461,TD,CC,DM,CC-DM
76,76,712,-0.011342695,0.082470275,-0.06571598,-0.013977901,15,17,"Calcarine gyrus ([CalcarineG], 17)",18,"Middle occipital gyrus ([MOG], 18)",0.0003183694871795,0.2104187404936966,0.0896534825281367,0.3049912614837404,0.2564167843424073,ASD,VIS,VIS,VIS-VIS
77,77,1059,-0.011256168,-0.041911434,0.009018379,-0.066453636,114,28,"Superior medial frontal gyrus ([SMFG], 28)",35,"Superior frontal gyrus ([SFG], 35)",0.0185080385621177,0.3642913081256211,0.4290253011763789,0.2321608576642818,0.229055446623975,TD,CC,CC,CC-CC
78,78,873,-0.011162949,0.033280686,-0.035787538,0.25380674,97,21,"Right middle occipital gyrus ([R MOG], 21)",45,"Anterior cingulate cortex ([ACC], 45)",0.0126934369145408,-0.176064079386179,-0.2373260451563745,0.2282352773325349,0.1855573477814325,ASD,VIS,DM,VIS-DM
79,79,668,-0.010731185,0.04422659,-0.04157198,0.32890868,92,15,"Superior parietal lobule ([SPL], 15)",47,"Anterior cingulate cortex ([ACC], 47)",0.0112967404544674,-0.0836898905679227,-0.1499097234515482,0.2165260484717083,0.2210631383436966,ASD,SM,DM,SM-DM
80,80,1179,-0.009684794,0.022464607,-0.027132448,0.049630467,26,33,"Left inferior parietal lobue ([R IPL], 33)",45,"Anterior cingulate cortex ([ACC], 45)",0.0008705823525306,-0.2122413850156145,-0.3060914982266142,0.2594240071181018,0.2131004942236904,ASD,CC,DM,CC-DM
81,81,79,-0.009655541,-0.120068885,0.05936962,-0.056669176,131,2,Subthalamus/hypothalamus (2),30,"Right inferior frontal gyrus ([R IFG], 30)",0.0258268436003904,-0.0371649623759721,0.0154383771796184,0.1867662777482474,0.2068680909762998,TD,SC,CC,SC-CC
82,82,727,-0.0087798545,0.12956172,-0.09091032,-0.026577214,181,17,"Calcarine gyrus ([CalcarineG], 17)",33,"Left inferior parietal lobue ([R IPL], 33)",0.041892902170301,0.0486530747757369,-0.0106987801326427,0.2526500442186717,0.2383140569354549,ASD,VIS,CC,VIS-CC
83,83,919,-0.0074119833,-0.07045956,0.032392442,-0.06440872,168,23,"Inferior occipital gyrus ([IOG], 23)",30,"Right inferior frontal gyrus ([R IFG], 30)",0.0359816842745974,-0.1630008508452502,-0.1111469894622936,0.2019124199509648,0.2121044352950784,TD,VIS,CC,VIS-CC
84,84,1304,-0.006399453,-0.15180048,0.083120696,0.09280876,127,41,"Middle frontal gyrus ([MiFG], 41)",46,"Posterior cingulate cortex ([PCC], 46)",0.0254673646677511,0.1002235233112614,0.1623628805890214,0.2302608807015593,0.2358459813595814,TD,CC,DM,CC-DM
85,85,1280,-0.0061823954,-0.019824594,0.0030693412,-0.058061995,166,39,"Middle cingulate cortex ([MCC], 39)",47,"Anterior cingulate cortex ([ACC], 47)",0.0358704343186141,-0.0154238274067566,0.0422579441032792,0.2253547379098818,0.2350995765509358,TD,CC,DM,CC-DM
86,86,954,-0.005484829,0.03545605,-0.029026387,0.041718673,156,24,"Lingual gyrus ([LingualG], 24)",36,"Middle frontal gyrus ([MiFG], 36)",0.032636616198042,-0.0451664593150209,0.0114064924041433,0.229428218499424,0.2160757031256307,TD,VIS,CC,VIS-CC
87,87,309,-0.0051037385,-0.09560133,0.050459884,0.18021613,61,7,"Middle temporal gyrus ([MTG], 7)",20,Cuneus (20),0.0052554049147117,0.0551335790032618,0.1209287409649646,0.1939350447093566,0.2000359768561884,TD,AUD,VIS,AUD-VIS
88,88,714,-0.0049897525,0.09237527,-0.062433332,-0.044117104,118,17,"Calcarine gyrus ([CalcarineG], 17)",20,Cuneus (20),0.0208161571784371,0.4921565914995392,0.4123440042145196,0.3034153629445731,0.2776476087331439,ASD,VIS,VIS,VIS-VIS
89,89,1028,-0.0023701028,0.08175509,-0.052814666,-0.028367832,191,27,Insula (27),29,"Inferior frontal gyrus ([IFG], 29)",0.0469326567527331,0.1439911121651748,0.1949011002089661,0.211975047003652,0.2177613062982172,TD,CC,CC,CC-CC
90,90,1268,-0.0022841487,0.038378876,-0.026028842,-0.14201593,74,38,"Left inferior parietal lobule ([L IPL], 38)",49,"Posterior cingulate cortex ([PCC], 49)",0.0069546230122154,-0.2656034018279413,-0.3356431307568666,0.209043225948433,0.2238650339042785,ASD,CC,DM,CC-DM
91,91,1376,0.0008211001,0.01067793,-0.0051030903,0.14073655,129,51,"Cerebellum ([CB], 51)",53,"Cerebellum ([CB], 53)",0.0256460599238882,0.2231613133826334,0.292233158854788,0.2771608431090887,0.2442389909852581,TD,CB,CB,CB-CB
92,92,729,0.0008506458,-0.03264132,0.020875266,0.14132145,42,17,"Calcarine gyrus ([CalcarineG], 17)",35,"Superior frontal gyrus ([SFG], 35)",0.0023383927195233,-0.0681825981571256,0.0146238335225143,0.2233314878107251,0.2307281032103788,TD,VIS,CC,VIS-CC
93,93,718,0.001694366,0.09875541,-0.056991357,-0.03492438,126,17,"Calcarine gyrus ([CalcarineG], 17)",24,"Lingual gyrus ([LingualG], 24)",0.0254206136028569,0.4498389657320145,0.3721755877088928,0.3058007458095642,0.279144016754012,ASD,VIS,VIS,VIS-VIS
94,94,1211,0.0018256244,-0.0948867,0.06016928,-0.10776404,63,35,"Superior frontal gyrus ([SFG], 35)",40,"Inferior frontal gyrus ([IFG], 40)",0.0053762960864509,0.066499208329312,-0.018464536074199,0.2428849404850258,0.2654288691787983,ASD,CC,CC,CC-CC
95,95,634,0.0021819887,-0.0061237565,0.006787726,-0.060450535,179,14,"Precentral gyrus ([PreCG], 14)",51,"Cerebellum ([CB], 51)",0.0409650453442977,-0.0920767155180027,-0.0380521612701178,0.2363862346634105,0.2091517158842311,TD,SM,CB,SM-CB
96,96,1337,0.0033691353,-0.032821596,0.023746904,0.19152582,2,44,Precuneus (44),49,"Posterior cingulate cortex ([PCC], 49)",5.889440700862424e-06,0.3597208861130632,0.5041842688345038,0.2847769065186887,0.2452427214850868,TD,DM,DM,DM-DM
