,Unnamed: 0,Unnamed: 0.1,Connectivity_Index,P_values,ADOS_Correlation,ROI_1_Index,ROI_2_Index,ROI_1_Name,ROI_2_Name,ASD_Mean,TD_Mean,ASD_STD,TD_STD,Dominant_Group,COMM_Correlation
24,24,54,753,0.0132252015,-0.100345425,18,24,"Middle occipital gyrus ([MOG], 18)","Lingual gyrus ([LingualG], 24)",0.3836940241656871,0.3129877706369106,0.276872278821514,0.2693947314061941,ASD,0.055477392
25,25,1,20,0.037782293,-0.099619,1,22,Caudate (1),Fusiform gyrus (22),0.017648418101671,-0.0299373573915812,0.2013443437110061,0.2361521750793945,ASD,-0.07325618
26,26,57,773,0.023422848,-0.09650141,18,44,"Middle occipital gyrus ([MOG], 18)",Precuneus (44),-0.0358225196406211,-0.0786757681266622,0.1755545464966937,0.1864048471071878,ASD,-0.160986
27,27,136,1345,1.694728e-05,-0.093119554,45,49,"Anterior cingulate cortex ([ACC], 45)","Posterior cingulate cortex ([PCC], 49)",0.2092908307894879,0.3081007490469866,0.2018924212152328,0.2328540783704514,TD,-0.020205889
28,28,41,658,0.017899519,-0.089917615,15,37,"Superior parietal lobule ([SPL], 15)","Hippocampus ([HiPP], 37)",-0.0779600440827605,-0.0342980049224505,0.1655524688596207,0.1868195548750802,TD,-0.074282914
29,29,9,184,0.01582138,-0.08755589,4,36,Caudate (4),"Middle frontal gyrus ([MiFG], 36)",0.0047976502668034,0.0494676705912958,0.178820255829194,0.1756246861509752,TD,-0.17672472
30,30,39,619,0.035938907,-0.08143899,14,36,"Precentral gyrus ([PreCG], 14)","Middle frontal gyrus ([MiFG], 36)",0.1350321665584224,0.1825620155115588,0.2201607580109286,0.2140868962983665,TD,-0.09589214
31,31,3,44,0.026842078,-0.080456294,1,46,Caudate (1),"Posterior cingulate cortex ([PCC], 46)",-0.0513057467183067,-0.0017378481354464,0.2018704666356268,0.2262677796844864,TD,-0.07224166
32,32,115,1233,0.0027323808,-0.079193376,36,45,"Middle frontal gyrus ([MiFG], 36)","Anterior cingulate cortex ([ACC], 45)",0.0693258840246949,0.0058324222529997,0.1805923150435802,0.2219218398303566,ASD,-0.038707744
33,33,18,232,0.03415998,-0.07695236,5,36,Thalamus (5),"Middle frontal gyrus ([MiFG], 36)",-0.0164467849489963,0.0240377331263258,0.1758991675762558,0.1900280715671884,TD,-0.0867058
34,34,2,23,0.0138470605,-0.07559996,1,25,Caudate (1),"Middle temporal gyrus ([MTG], 25)",0.0021943828775181,-0.0499813211136172,0.1816919251708948,0.2219188058312608,ASD,-0.0027655046
35,35,62,801,0.028399613,-0.070436604,19,38,"Middle temporal gyrus ([MTG], 19)","Left inferior parietal lobule ([L IPL], 38)",0.0101905683777109,0.0615695665503743,0.2101798735906928,0.2379581613026777,TD,-0.031475775
36,36,19,250,0.03186646,-0.07018098,6,7,"Superior temporal gyrus ([STG], 6)","Middle temporal gyrus ([MTG], 7)",0.3831734469143014,0.4296235680097602,0.2039572897013633,0.2107024747946532,TD,-0.12922318
37,37,4,49,0.015871733,-0.06989486,1,51,Caudate (1),"Cerebellum ([CB], 51)",-0.0236442074515191,0.027982783625089,0.1904198844563606,0.2183210811886848,TD,-0.048274063
38,38,7,136,0.013018738,-0.064786114,3,37,Putamen (3),"Hippocampus ([HiPP], 37)",0.0576330760337742,-0.0109914806651523,0.2504371860525897,0.2777003213910353,ASD,-0.02173079
39,39,40,646,0.0008366996,-0.06460992,15,25,"Superior parietal lobule ([SPL], 15)","Middle temporal gyrus ([MTG], 25)",0.0791171173886302,0.1543988886015035,0.196037428951784,0.2321893312453147,TD,0.0110952025
40,40,95,1070,0.021326179,-0.06169383,28,46,"Superior medial frontal gyrus ([SMFG], 28)","Posterior cingulate cortex ([PCC], 46)",0.0035187923138995,0.0534179535398959,0.2024441994467908,0.2125245241407904,TD,-0.023564678
41,41,78,979,0.04570311,-0.06038022,25,33,"Middle temporal gyrus ([MTG], 25)","Left inferior parietal lobue ([R IPL], 33)",0.0804066014773333,0.124358085333635,0.1919924877155995,0.227953269001579,TD,-0.037194807
42,42,21,310,0.049349636,-0.053680025,7,21,"Middle temporal gyrus ([MTG], 7)","Right middle occipital gyrus ([R MOG], 21)",-0.0348757963798186,-0.0020735763978454,0.163079538352009,0.1568434633984899,TD,-0.03424507
43,43,107,1181,0.044737116,-0.05364779,33,47,"Left inferior parietal lobue ([R IPL], 33)","Anterior cingulate cortex ([ACC], 47)",-0.0518051278535581,-0.091378943697787,0.1798720202228849,0.1975826633710059,ASD,-0.060202077
44,44,124,1293,0.00052965456,-0.05302757,40,47,"Inferior frontal gyrus ([IFG], 40)","Anterior cingulate cortex ([ACC], 47)",0.0083439126988184,-0.0767716342171462,0.2287434076546099,0.2393877704894332,ASD,0.044808432
45,45,53,749,0.013085056,-0.05047443,18,20,"Middle occipital gyrus ([MOG], 18)",Cuneus (20),0.3671750872889887,0.2960362819807335,0.2912473178035799,0.256616488404528,ASD,0.06730632
46,46,58,792,0.044290673,-0.050315343,19,29,"Middle temporal gyrus ([MTG], 19)","Inferior frontal gyrus ([IFG], 29)",0.055385782512271,0.0940442729187826,0.1746125167608673,0.1932605630651426,TD,0.09432919
47,47,129,1310,0.0017209469,-0.049172595,41,52,"Middle frontal gyrus ([MiFG], 41)","Cerebellum ([CB], 52)",-0.0637519114961174,0.0019747300209011,0.18868249973922,0.2109547008916967,TD,-0.07358587
48,48,122,1290,0.009019281,-0.04508229,40,44,"Inferior frontal gyrus ([IFG], 40)",Precuneus (44),-0.1047525434513103,-0.1635019874837923,0.2041687842808679,0.2256449416388068,ASD,-0.0043762424
49,49,69,898,0.014126175,-0.044824317,22,39,Fusiform gyrus (22),"Middle cingulate cortex ([MCC], 39)",-0.0380940147895996,0.0211608025069796,0.2052000044969213,0.254179075803749,TD,0.03735375
50,50,26,411,0.04037597,-0.04240122,9,33,"Left postcentral gyrus ([L PoCG], 9)","Left inferior parietal lobue ([R IPL], 33)",0.0715752796841306,0.0342221300321681,0.1586324506954459,0.1891407407925845,ASD,-0.0879004
51,51,84,990,0.008624483,-0.042059783,25,44,"Middle temporal gyrus ([MTG], 25)",Precuneus (44),0.0576744624235787,0.0044754866646465,0.1982979913302342,0.1891524435841314,ASD,-0.0065947226
52,52,85,992,0.040096097,-0.041695766,25,46,"Middle temporal gyrus ([MTG], 25)","Posterior cingulate cortex ([PCC], 46)",-0.0606461795607362,-0.0099421347823665,0.223541228972479,0.2490747260866488,TD,0.035014402
53,53,125,1298,0.01739095,-0.036748163,40,52,"Inferior frontal gyrus ([IFG], 40)","Cerebellum ([CB], 52)",-0.0918528009354068,-0.0355163859127074,0.2008188663279191,0.2498401398867819,TD,-0.16267115
54,54,76,977,0.020742057,-0.03601543,25,31,"Middle temporal gyrus ([MTG], 25)","Middle frontal gyrus ([MiFG], 31)",0.0067879487095881,0.0572084700064829,0.1997234649108903,0.2173752618874427,TD,0.036587797
55,55,79,980,0.045272153,-0.035394978,25,34,"Middle temporal gyrus ([MTG], 25)","Supplementary motor area ([SMA], 34)",-0.0477685763517665,-0.0907690871763173,0.2208235794610567,0.1899045500035067,ASD,0.033726986
56,56,36,560,0.022604696,-0.03063305,13,16,"Paracentral lobule ([ParaCL], 13)","Postcentral gyrus ([PoCG], 16)",-0.00203423868625,-0.0590174391559726,0.2333812100362237,0.2451238443964257,ASD,-0.028211707
57,57,65,872,0.008327251,-0.029366514,21,44,"Right middle occipital gyrus ([R MOG], 21)",Precuneus (44),-0.0040070318567342,-0.0568499696136784,0.1869735579738763,0.1960321240818216,ASD,-0.0507371
58,58,45,712,0.0010181941,-0.028915722,17,18,"Calcarine gyrus ([CalcarineG], 17)","Middle occipital gyrus ([MOG], 18)",0.1527175087563274,0.0662790846258366,0.2728694114068224,0.2273421871094404,ASD,0.045188554
59,59,11,188,0.045655165,-0.027853832,4,40,Caudate (4),"Inferior frontal gyrus ([IFG], 40)",-0.0064951958797138,0.0359782182701498,0.2051734078556833,0.2022355436149557,TD,0.014868969
60,60,101,1108,0.0039860182,-0.027443131,30,37,"Right inferior frontal gyrus ([R IFG], 30)","Hippocampus ([HiPP], 37)",-0.0191467484768605,-0.0733954335587871,0.1774624564000743,0.1826107552099899,ASD,-0.029078342
61,61,137,1363,0.03940679,-0.023396824,48,49,Precuneus (48),"Posterior cingulate cortex ([PCC], 49)",0.0608136777227537,0.1052907984507499,0.1890997491210538,0.2231612518164311,TD,0.033249784
62,62,10,185,0.00030177258,-0.022207713,4,37,Caudate (4),"Hippocampus ([HiPP], 37)",0.1405504623145483,0.0522537295440931,0.2123168298440019,0.2513524417474571,ASD,0.037892293
63,63,94,1064,0.0071471953,-0.021161703,28,40,"Superior medial frontal gyrus ([SMFG], 28)","Inferior frontal gyrus ([IFG], 40)",-0.006099353119182,-0.0699935379351828,0.2194667638782852,0.2345573061712395,ASD,0.07018773
64,64,134,1337,0.004266217,-0.018652301,44,49,Precuneus (44),"Posterior cingulate cortex ([PCC], 49)",0.3226673225217542,0.3966521005868962,0.2484426896106932,0.2464574933192654,TD,-0.04230209
65,65,100,1100,0.025128637,-0.017039705,29,52,"Inferior frontal gyrus ([IFG], 29)","Cerebellum ([CB], 52)",-0.0711790619422774,-0.0247184261758682,0.1922250616247182,0.2049468564838485,TD,-0.10454421
66,66,99,1087,0.01998775,-0.015727213,29,39,"Inferior frontal gyrus ([IFG], 29)","Middle cingulate cortex ([MCC], 39)",-0.0025379849709193,-0.0506106968284169,0.1800965473065201,0.2139890942287042,ASD,0.011821317
67,67,49,726,0.003834655,-0.015396577,17,32,"Calcarine gyrus ([CalcarineG], 17)","Inferior parietal lobule ([IPL], 32)",-0.0470774353334143,-0.1020587581036005,0.1747507738241703,0.1883666052813642,ASD,-0.004130147
68,68,86,993,0.012633559,-0.015067607,25,47,"Middle temporal gyrus ([MTG], 25)","Anterior cingulate cortex ([ACC], 47)",0.0598977848331211,0.0045547741673969,0.1883282483121112,0.2337566118435221,ASD,0.004292977
69,69,132,1333,6.9689966e-05,-0.014779341,44,45,Precuneus (44),"Anterior cingulate cortex ([ACC], 45)",0.0948561751365182,0.1816806254330847,0.2002258055957911,0.2145809781059936,TD,0.064328104
70,70,96,1073,0.025386844,-0.011906694,28,49,"Superior medial frontal gyrus ([SMFG], 28)","Posterior cingulate cortex ([PCC], 49)",0.3457616689521104,0.3977952870633488,0.2202078708507484,0.2256402187396674,TD,-0.05765787
71,71,42,676,0.030560035,-0.0092351725,16,18,"Postcentral gyrus ([PoCG], 16)","Middle occipital gyrus ([MOG], 18)",-0.0598267382611913,-0.0179311678550154,0.1818120790188379,0.1892548223520456,TD,-0.04429631
72,72,117,1263,0.013479959,-0.008730861,38,44,"Left inferior parietal lobule ([L IPL], 38)",Precuneus (44),-0.0988533071718692,-0.145576998971775,0.1772119238193707,0.1846636165641604,ASD,0.007949041
73,73,48,718,0.04099932,-0.0028117981,17,24,"Calcarine gyrus ([CalcarineG], 17)","Lingual gyrus ([LingualG], 24)",0.4590378944560943,0.4005389385504245,0.2769596693291323,0.2717484667338865,ASD,0.026866607
74,74,28,465,0.002811752,0.0019377862,10,44,"Paracentral lobule ([ParaCL], 10)",Precuneus (44),-0.0249132714890022,0.0340944294517844,0.1879519583186226,0.1894007491874728,TD,-0.055323254
75,75,72,922,0.042647216,0.002270973,23,33,"Inferior occipital gyrus ([IOG], 23)","Left inferior parietal lobue ([R IPL], 33)",0.0279878862460416,0.0713042848664919,0.1919701874924412,0.2167462554263546,TD,0.023780352
76,76,127,1305,0.02724818,0.0054307166,41,47,"Middle frontal gyrus ([MiFG], 41)","Anterior cingulate cortex ([ACC], 47)",0.0046333973682673,-0.0457229670449802,0.2255430252937317,0.2112520656293482,ASD,0.017694142
77,77,90,1040,0.011118378,0.006451792,27,41,Insula (27),"Middle frontal gyrus ([MiFG], 41)",0.1491917181960635,0.0909159138434809,0.2357686864366447,0.2024191416268704,ASD,0.06667962
78,78,110,1202,0.018156616,0.0069514224,34,49,"Supplementary motor area ([SMA], 34)","Posterior cingulate cortex ([PCC], 49)",0.0682540987924093,0.1209088486573388,0.2005680896350645,0.2253932541665151,TD,-0.067847855
79,79,71,919,0.04005363,0.0095662335,23,30,"Inferior occipital gyrus ([IOG], 23)","Right inferior frontal gyrus ([R IFG], 30)",-0.0876947534044896,-0.046195598712274,0.1825547327670102,0.204137305963377,TD,0.020996846
80,80,98,1085,0.0066616265,0.015141508,29,37,"Inferior frontal gyrus ([IFG], 29)","Hippocampus ([HiPP], 37)",-0.015164807937916,-0.0670237917109728,0.173959615451223,0.1911074103613244,ASD,0.13150981
81,81,61,800,3.833734e-05,0.015459018,19,37,"Middle temporal gyrus ([MTG], 19)","Hippocampus ([HiPP], 37)",-0.0014525359453198,-0.1103731442790875,0.2396711696925624,0.2623852754637911,ASD,0.04855842
82,82,123,1291,0.00010485547,0.018900746,40,45,"Inferior frontal gyrus ([IFG], 40)","Anterior cingulate cortex ([ACC], 45)",0.0265125212072056,-0.0664421862331167,0.2274255485605979,0.2285089028785827,ASD,0.02880763
83,83,119,1275,0.0018539968,0.021264043,39,42,"Middle cingulate cortex ([MCC], 39)","Hippocampus ([HiPP], 42)",0.0337267092435335,0.1107454183776147,0.1899906288224454,0.2744549277792138,TD,0.06166699
84,84,81,986,0.0025563326,0.021889336,25,40,"Middle temporal gyrus ([MTG], 25)","Inferior frontal gyrus ([IFG], 40)",-0.0493078631644129,0.0216453213096008,0.2117209745668527,0.2367872269961418,TD,0.11494346
85,85,35,557,0.020011514,0.02515667,12,53,"Superior parietal lobule ([SPL], 12)","Cerebellum ([CB], 53)",0.0047731528072425,-0.0413611394468126,0.1834476693469106,0.1961117296582538,ASD,0.021060428
86,86,116,1260,0.0029730254,0.027365813,38,41,"Left inferior parietal lobule ([L IPL], 38)","Middle frontal gyrus ([MiFG], 41)",0.0536530393952862,-0.0034332711280309,0.184551576890968,0.1826550409499628,ASD,-0.009377154
87,87,50,738,0.0009784617,0.027812798,17,44,"Calcarine gyrus ([CalcarineG], 17)",Precuneus (44),0.1801429387509721,0.2563956640240879,0.2081707147356819,0.2323847387690264,TD,-0.025531206
88,88,114,1227,0.006834959,0.02789151,36,39,"Middle frontal gyrus ([MiFG], 36)","Middle cingulate cortex ([MCC], 39)",0.1630359629445453,0.104458275693955,0.201936294309712,0.212120511867249,ASD,-0.010832328
89,89,51,743,0.014383458,0.02791171,17,49,"Calcarine gyrus ([CalcarineG], 17)","Posterior cingulate cortex ([PCC], 49)",0.0989676678232344,0.1503889204771672,0.1968389231628783,0.2052370090579215,TD,0.0061644595
90,90,46,714,0.028162267,0.033306923,17,20,"Calcarine gyrus ([CalcarineG], 17)",Cuneus (20),0.5028689209874264,0.4460436508808735,0.248611454605553,0.247400221728407,ASD,0.04714885
91,91,24,386,0.019238522,0.03342482,8,52,"Postcentral gyrus ([PoCG], 8)","Cerebellum ([CB], 52)",-0.0312198592275981,0.021600443747685,0.2170086842527616,0.2151246599820479,TD,0.017111456
92,92,22,340,0.019139599,0.037437156,7,51,"Middle temporal gyrus ([MTG], 7)","Cerebellum ([CB], 51)",-0.10170428945106,-0.1454186263088414,0.1717057181920691,0.1852973806521878,ASD,0.07284671
93,93,17,230,0.024766836,0.037704412,5,34,Thalamus (5),"Supplementary motor area ([SMA], 34)",0.0254026205154497,-0.0198286496338579,0.1775786299783731,0.2070885385830128,ASD,0.033516742
94,94,67,875,0.01947603,0.03794826,21,47,"Right middle occipital gyrus ([R MOG], 21)","Anterior cingulate cortex ([ACC], 47)",-0.0314614917251973,-0.0777771609269069,0.1777512754857622,0.2010681641033622,ASD,-0.022637794
95,95,64,828,0.022366514,0.03978969,20,32,Cuneus (20),"Inferior parietal lobule ([IPL], 32)",-0.0138480636015403,-0.0571463594487575,0.1773916766906163,0.185571320047842,ASD,0.025918407
96,96,30,496,0.012384818,0.040752113,11,33,"Right postcentral gyrus ([R PoCG], 11)","Left inferior parietal lobue ([R IPL], 33)",0.1166358107732168,0.0635158238080727,0.1984300502980049,0.2079514555466571,ASD,0.032823768
97,97,60,795,0.031742882,0.04214974,19,32,"Middle temporal gyrus ([MTG], 19)","Inferior parietal lobule ([IPL], 32)",-0.012543984826922,0.0350009619429838,0.2044591505902536,0.2194146114483763,TD,0.122031875
98,98,118,1273,0.035312094,0.04240558,39,40,"Middle cingulate cortex ([MCC], 39)","Inferior frontal gyrus ([IFG], 40)",0.0097651019671773,-0.0360760715039288,0.1953697526461593,0.2210972160328142,ASD,0.06838905
99,99,87,1019,0.008999589,0.045612164,26,46,"Inferior parietal lobule ([IPL], 26)","Posterior cingulate cortex ([PCC], 46)",0.1020668308054466,0.15431916961129,0.1918450028480389,0.1909083944614035,TD,-0.01971786
100,100,59,794,0.009447715,0.047943585,19,31,"Middle temporal gyrus ([MTG], 19)","Middle frontal gyrus ([MiFG], 31)",-0.0041450061930509,0.0533884939537077,0.2038856074984178,0.2198899709149519,TD,0.019303313
101,101,23,369,0.029434899,0.048530605,8,35,"Postcentral gyrus ([PoCG], 8)","Superior frontal gyrus ([SFG], 35)",-0.081200489222199,-0.0359624414096491,0.2030624873637705,0.1949411836485373,TD,0.06513494
102,102,34,549,0.046075158,0.048720464,12,45,"Superior parietal lobule ([SPL], 12)","Anterior cingulate cortex ([ACC], 45)",-0.0724885622014794,-0.0373646855490736,0.1656825978527672,0.1717925142634444,TD,0.14792322
103,103,111,1207,0.031857334,0.051030193,35,36,"Superior frontal gyrus ([SFG], 35)","Middle frontal gyrus ([MiFG], 36)",0.00731240678396,-0.0448428444021763,0.2212624480728175,0.2437406090260638,ASD,-0.02651333
104,104,121,1287,0.015941696,0.05106332,40,41,"Inferior frontal gyrus ([IFG], 40)","Middle frontal gyrus ([MiFG], 41)",0.2885791058801381,0.2293218494807214,0.2462763923225771,0.2240483509729233,ASD,0.0049582855
105,105,128,1309,0.0014236758,0.051506955,41,51,"Middle frontal gyrus ([MiFG], 41)","Cerebellum ([CB], 51)",-0.0070984454593522,0.0707184966874528,0.2345976578685222,0.2311173102477349,TD,0.048141398
106,106,91,1057,0.03930406,0.052211788,28,33,"Superior medial frontal gyrus ([SMFG], 28)","Left inferior parietal lobue ([R IPL], 33)",-0.1247309540930811,-0.1683527411535029,0.1924663687017411,0.2126018385263385,ASD,0.07159059
107,107,52,745,0.02947003,0.057747733,17,51,"Calcarine gyrus ([CalcarineG], 17)","Cerebellum ([CB], 51)",-0.0499057017072144,-0.095280025229932,0.1869235606509133,0.2115152244068201,ASD,0.09991707
108,108,16,217,0.03522623,0.060329728,5,21,Thalamus (5),"Right middle occipital gyrus ([R MOG], 21)",0.0109984157609359,-0.0316539845675654,0.2008537630511112,0.1871591986966467,ASD,0.067806885
109,109,92,1058,0.009965188,0.060391143,28,34,"Superior medial frontal gyrus ([SMFG], 28)","Supplementary motor area ([SMA], 34)",0.2097036777690093,0.2713080987951843,0.2159448662530831,0.2406968643666853,TD,-0.006453665
110,110,83,989,0.011535475,0.060542613,25,43,"Middle temporal gyrus ([MTG], 25)",Precuneus (43),-0.0366798519273811,0.0111764957518428,0.1579201632018729,0.201777490257858,TD,0.024694797
111,111,75,972,0.024413515,0.06399707,25,26,"Middle temporal gyrus ([MTG], 25)","Inferior parietal lobule ([IPL], 26)",-0.0717777083852289,-0.0197245805982565,0.2093750768747053,0.2329368970131397,TD,0.0020745713
112,112,80,983,0.00031735576,0.06402656,25,37,"Middle temporal gyrus ([MTG], 25)","Hippocampus ([HiPP], 37)",0.086069941606723,0.0027610528521996,0.19528217989308,0.2427444527178344,ASD,0.09392015
113,113,97,1082,0.002264478,0.065663695,29,34,"Inferior frontal gyrus ([IFG], 29)","Supplementary motor area ([SMA], 34)",0.1574731307498907,0.2267699747787191,0.2094995586863353,0.2237227442406803,TD,0.0631575
114,114,47,715,0.038809385,0.067146175,17,21,"Calcarine gyrus ([CalcarineG], 17)","Right middle occipital gyrus ([R MOG], 21)",0.1788959552702657,0.1275733684007841,0.2412987965105327,0.2347732479415918,ASD,0.109623425
115,115,73,934,0.03146589,0.070264354,23,45,"Inferior occipital gyrus ([IOG], 23)","Anterior cingulate cortex ([ACC], 45)",-0.0751808217437541,-0.1152807049424001,0.1672606293581946,0.1891543806388175,ASD,-0.08198074
116,116,102,1127,0.01475204,0.07046458,31,34,"Middle frontal gyrus ([MiFG], 31)","Supplementary motor area ([SMA], 34)",-0.0752644585559807,-0.0169488768018346,0.2302408112253695,0.227622922392134,TD,0.107425086
117,117,14,209,0.032290842,0.08082426,5,13,Thalamus (5),"Paracentral lobule ([ParaCL], 13)",-0.0081522403231602,0.0400844585917785,0.2040094126833713,0.2270269730805382,TD,-0.021987628
118,118,109,1192,0.012471666,0.08330286,34,39,"Supplementary motor area ([SMA], 34)","Middle cingulate cortex ([MCC], 39)",0.01371638650291,-0.037903110880969,0.2048249779568665,0.1904461088710954,ASD,0.09521858
119,119,106,1170,0.009266696,0.084296286,33,36,"Left inferior parietal lobue ([R IPL], 33)","Middle frontal gyrus ([MiFG], 36)",0.0382448527097881,0.0903654964413193,0.1925779749010561,0.1906953351345532,TD,0.066784196
120,120,56,772,0.0134919295,0.085355565,18,43,"Middle occipital gyrus ([MOG], 18)",Precuneus (43),-0.0188744707302923,-0.0706494855001275,0.2013131964545496,0.1998714207483126,ASD,0.12198567
121,121,89,1038,0.0020700034,0.08645455,27,39,Insula (27),"Middle cingulate cortex ([MCC], 39)",0.1533645314160647,0.0826434925682316,0.2161840420592048,0.2222778219214797,ASD,0.15094163
122,122,29,471,0.005773336,0.08748748,10,50,"Paracentral lobule ([ParaCL], 10)","Cerebellum ([CB], 50)",-0.0599364220487245,-0.1242888799604705,0.2127860903370498,0.2324871838229606,ASD,0.07207787
123,123,15,215,0.01607566,0.09368289,5,19,Thalamus (5),"Middle temporal gyrus ([MTG], 19)",0.0723368051329216,0.0069677258237814,0.2498802748055489,0.2695859971437476,ASD,0.10103142
124,124,66,874,0.049058996,0.09633435,21,46,"Right middle occipital gyrus ([R MOG], 21)","Posterior cingulate cortex ([PCC], 46)",-0.012240187777512,-0.0519785226052913,0.1889006477979376,0.1980477352332813,ASD,0.18348286
125,125,43,692,0.017612066,0.101295516,16,34,"Postcentral gyrus ([PoCG], 16)","Supplementary motor area ([SMA], 34)",-0.0163311668110603,0.0387301729947361,0.2283769767161247,0.2157009389235906,TD,0.041851483
