,Unnamed: 0,Unnamed: 0.1,Connectivity_Index,P_values,ADOS_Correlation,ROI_1_Index,ROI_2_Index,ROI_1_Name,ROI_2_Name,ASD_Mean,TD_Mean,ASD_STD,TD_STD,Dominant_Group,COMM_Correlation
16,16,27,544,0.030739348,-0.16515937,12,40,"Superior parietal lobule ([SPL], 12)","Inferior frontal gyrus ([IFG], 40)",-0.0549463811778368,-0.1573015803621747,0.2843810545937428,0.2596331800690293,ASD,-0.0012923293
17,17,7,182,0.011260028,-0.1649817,4,34,Caudate (4),"Supplementary motor area ([SMA], 34)",0.0253025958886021,-0.0773062287050824,0.2245476088197686,0.2346511311061882,ASD,-0.20995194
18,18,25,503,0.028302638,-0.16120829,11,40,"Right postcentral gyrus ([R PoCG], 11)","Inferior frontal gyrus ([IFG], 40)",-0.0492149972938302,-0.146341239911456,0.2724709638332264,0.2370213410213198,ASD,-0.019516611
19,19,85,1280,0.009363074,-0.15945409,39,47,"Middle cingulate cortex ([MCC], 39)","Anterior cingulate cortex ([ACC], 47)",-0.0241942235551786,0.1048851249264332,0.2921021919262395,0.2751299647447049,TD,-0.010500504
20,20,24,489,0.044982135,-0.15779108,11,26,"Right postcentral gyrus ([R PoCG], 11)","Inferior parietal lobule ([IPL], 26)",-0.0437547599644391,-0.1334971351299934,0.247225605155111,0.2621476419185219,ASD,-0.11926468
21,21,45,800,0.021964138,-0.1459398,19,37,"Middle temporal gyrus ([MTG], 19)","Hippocampus ([HiPP], 37)",-0.0710991439623659,-0.1744339656580304,0.2494434094893822,0.2629125385294386,ASD,0.010177843
22,22,93,1350,0.041485764,-0.14085922,46,47,"Posterior cingulate cortex ([PCC], 46)","Anterior cingulate cortex ([ACC], 47)",-0.1122325420593867,-0.0077519430132132,0.240863798867727,0.326363764790705,TD,-0.09411094
23,23,21,404,0.033668872,-0.13729551,9,26,"Left postcentral gyrus ([L PoCG], 9)","Inferior parietal lobule ([IPL], 26)",-0.052437352509369,-0.1490748634224632,0.2491274045115629,0.2675517942529657,ASD,-0.09799039
24,24,58,981,0.016085044,-0.13180847,25,35,"Middle temporal gyrus ([MTG], 25)","Superior frontal gyrus ([SFG], 35)",-0.1180914888123944,0.0029418294658024,0.2760467002816436,0.2940461186045814,TD,-0.29426792
25,25,79,1207,0.004686403,-0.11016449,35,36,"Superior frontal gyrus ([SFG], 35)","Middle frontal gyrus ([MiFG], 36)",0.0537356326784194,-0.0794282284792059,0.2842364845915255,0.2537230570181487,ASD,-0.0809599
26,26,91,1333,0.0016542836,-0.10365736,44,45,Precuneus (44),"Anterior cingulate cortex ([ACC], 45)",0.0876393457995427,0.2271997170938158,0.2386664132899315,0.2595022839547038,TD,-0.04943998
27,27,19,369,0.006941265,-0.09390693,8,35,"Postcentral gyrus ([PoCG], 8)","Superior frontal gyrus ([SFG], 35)",-0.1761468524177173,-0.0563806121746956,0.2228763295731076,0.2718121271584067,TD,0.011085652
28,28,78,1204,0.023310889,-0.092474796,34,51,"Supplementary motor area ([SMA], 34)","Cerebellum ([CB], 51)",-0.0201655491287644,-0.1125729449711657,0.2338358492992304,0.2312921752721758,ASD,0.028730676
29,29,49,863,0.010659628,-0.07922298,21,35,"Right middle occipital gyrus ([R MOG], 21)","Superior frontal gyrus ([SFG], 35)",-0.2412173757291607,-0.1319348455885146,0.2346756431589645,0.2498650051173305,TD,-0.13263038
30,30,63,1032,0.010450813,-0.071671605,27,33,Insula (27),"Left inferior parietal lobue ([R IPL], 33)",-0.0664799578628505,0.0316738950658695,0.2109074658197879,0.2233030355480645,TD,-0.16839993
31,31,23,453,0.037206706,-0.06923806,10,32,"Paracentral lobule ([ParaCL], 10)","Inferior parietal lobule ([IPL], 32)",0.033931081407914,-0.060415322041531,0.2465208140527086,0.2674181743432895,ASD,0.020499816
32,32,9,215,0.036508445,-0.055413425,5,19,Thalamus (5),"Middle temporal gyrus ([MTG], 19)",-0.0199742067438904,-0.1379454069876072,0.2781466844110212,0.3516021141556615,ASD,-0.04509557
33,33,75,1189,0.038249087,-0.053545855,34,36,"Supplementary motor area ([SMA], 34)","Middle frontal gyrus ([MiFG], 36)",0.0880619888240916,-0.0018067879982955,0.2699684156001333,0.2298158576722712,ASD,-0.08037276
34,34,46,814,0.016450595,-0.052317336,19,51,"Middle temporal gyrus ([MTG], 19)","Cerebellum ([CB], 51)",-0.0737572225928105,-0.2025989144299778,0.2923956309425853,0.3158441967005447,ASD,0.027004583
35,35,50,895,0.0058445013,-0.028421426,22,36,Fusiform gyrus (22),"Middle frontal gyrus ([MiFG], 36)",-0.2263743882830875,-0.1163064186606741,0.2421485362358957,0.214524020793354,TD,-0.05157629
36,36,77,1202,0.047192354,-0.027868519,34,49,"Supplementary motor area ([SMA], 34)","Posterior cingulate cortex ([PCC], 49)",0.0325101221578396,0.1192807907952506,0.2286328288558546,0.2647754760564714,TD,0.06320845
37,37,22,447,0.015384401,-0.023210153,10,26,"Paracentral lobule ([ParaCL], 10)","Inferior parietal lobule ([IPL], 26)",-0.0108493532447763,-0.125030955186273,0.2591538944092811,0.2751413182077459,ASD,-0.028651863
38,38,28,550,0.025526335,-0.023132656,12,46,"Superior parietal lobule ([SPL], 12)","Posterior cingulate cortex ([PCC], 46)",0.0539674073963949,-0.0441490585411977,0.230947649866487,0.2644505220251528,ASD,-0.05749612
39,39,71,1178,0.028733084,-0.0102864625,33,44,"Left inferior parietal lobue ([R IPL], 33)",Precuneus (44),-0.1112955257206647,-0.2075515556951764,0.2589667445206693,0.2452635763765601,ASD,0.11451079
40,40,6,181,0.038243316,-0.0067678927,4,33,Caudate (4),"Left inferior parietal lobue ([R IPL], 33)",-0.1776529574012248,-0.0874422323789593,0.2052224974301966,0.2767744662268818,TD,-0.04996258
41,41,11,230,0.025020095,-0.0057418193,5,34,Thalamus (5),"Supplementary motor area ([SMA], 34)",0.0155629895786195,-0.0786468680504978,0.2390250536066498,0.2404586242311845,ASD,0.11481484
42,42,37,673,0.027471324,0.02788684,15,52,"Superior parietal lobule ([SPL], 15)","Cerebellum ([CB], 52)",-0.3188155585781708,-0.2276446389301044,0.1979995129914064,0.2608028261301291,TD,0.018521395
43,43,42,729,0.0034729235,0.028789287,17,35,"Calcarine gyrus ([CalcarineG], 17)","Superior frontal gyrus ([SFG], 35)",-0.1550494097497076,-0.0237922295147668,0.2417374441998868,0.2637722366078945,TD,-0.1377605
44,44,29,571,0.020498117,0.04703142,13,27,"Paracentral lobule ([ParaCL], 13)",Insula (27),0.098718881569756,-0.0030108727539464,0.2494452032246642,0.2509965979656342,ASD,-0.014724063
45,45,54,955,0.009821214,0.050826527,24,37,"Lingual gyrus ([LingualG], 24)","Hippocampus ([HiPP], 37)",-0.1608444683050683,-0.0690398639422299,0.2002564257332324,0.2037102348531698,TD,0.15076289
46,46,95,1355,0.03346197,0.053252667,46,52,"Posterior cingulate cortex ([PCC], 46)","Cerebellum ([CB], 52)",-0.0946635950818037,0.011686061307543,0.2876034881547402,0.2841103362512148,TD,0.056671415
47,47,72,1182,0.01714567,0.055853024,33,48,"Left inferior parietal lobue ([R IPL], 33)",Precuneus (48),0.1443229631869351,0.0382862484942087,0.2277433977191126,0.2711606065773416,ASD,0.15929107
48,48,64,1038,0.0039901678,0.0559894,27,39,Insula (27),"Middle cingulate cortex ([MCC], 39)",0.240586460807486,0.0994654459671633,0.2735979597933483,0.2812153918934006,ASD,0.10579704
49,49,60,1020,0.018049318,0.07236318,26,47,"Inferior parietal lobule ([IPL], 26)","Anterior cingulate cortex ([ACC], 47)",-0.0554000850929503,0.0429242893246233,0.2057864053122596,0.2578523595189876,TD,0.08890044
50,50,73,1184,0.02351574,0.077761695,33,50,"Left inferior parietal lobue ([R IPL], 33)","Cerebellum ([CB], 50)",-0.1080192174089925,-0.0031667771103481,0.2242257014374312,0.2902924241828453,TD,0.05451823
51,51,92,1337,0.0017392855,0.08021607,44,49,Precuneus (44),"Posterior cingulate cortex ([PCC], 49)",0.2839711956195068,0.4397571613230459,0.3125593423190071,0.2555225338482871,TD,-0.01692934
52,52,8,190,0.045008082,0.08230818,4,42,Caudate (4),"Hippocampus ([HiPP], 42)",0.1181683766565595,0.2141403708040093,0.2824333674737072,0.2669376235270256,TD,-0.0032567342
53,53,13,269,0.007428665,0.085044704,6,26,"Superior temporal gyrus ([STG], 6)","Inferior parietal lobule ([IPL], 26)",-0.044336061688182,-0.1502018207996566,0.252568899679841,0.2014602567812101,ASD,0.0649177
54,54,66,1088,0.0317233,0.08555367,29,40,"Inferior frontal gyrus ([IFG], 29)","Inferior frontal gyrus ([IFG], 40)",0.2397506685238357,0.1330552033637597,0.2776092354404753,0.2880563866955569,ASD,-0.05449251
55,55,89,1299,0.039426718,0.08602782,40,53,"Inferior frontal gyrus ([IFG], 40)","Cerebellum ([CB], 53)",-0.1178112279268965,-0.0234372065223775,0.2912847932418094,0.237406703103479,TD,-0.02291617
56,56,65,1065,0.012985149,0.08634607,28,41,"Superior medial frontal gyrus ([SMFG], 28)","Middle frontal gyrus ([MiFG], 41)",0.2129608874917793,0.1086167648881637,0.2283971426786674,0.246862573294405,ASD,0.14613831
57,57,76,1194,0.005536067,0.092234075,34,41,"Supplementary motor area ([SMA], 34)","Middle frontal gyrus ([MiFG], 41)",0.054145066203893,-0.0611411609776118,0.2488410795169203,0.2258241826540876,ASD,0.08370435
58,58,16,328,0.007981256,0.09437735,7,39,"Middle temporal gyrus ([MTG], 7)","Middle cingulate cortex ([MCC], 39)",-0.0148280410592493,-0.142501533100699,0.2647416283740631,0.2799702809687905,ASD,-0.05918787
59,59,12,238,0.037836697,0.11813662,5,42,Thalamus (5),"Hippocampus ([HiPP], 42)",0.107416049863049,0.2275736783910641,0.3289451016980832,0.3317786001333852,TD,0.06261244
60,60,62,1026,0.028868107,0.12234259,26,53,"Inferior parietal lobule ([IPL], 26)","Cerebellum ([CB], 53)",-0.1445055150008423,-0.0424510353758343,0.2899547075353622,0.24768023997636,TD,0.1268357
61,61,55,956,0.045674484,0.12887901,24,38,"Lingual gyrus ([LingualG], 24)","Left inferior parietal lobule ([L IPL], 38)",0.0744642198509131,0.0004148555196776,0.2266998633469137,0.199986388377656,ASD,0.17061594
62,62,52,951,0.002260596,0.12930046,24,33,"Lingual gyrus ([LingualG], 24)","Left inferior parietal lobue ([R IPL], 33)",0.1641378418392864,0.0454732136981732,0.2199939321653195,0.2199142645350351,ASD,0.14242771
63,63,81,1227,0.0032428566,0.13113245,36,39,"Middle frontal gyrus ([MiFG], 36)","Middle cingulate cortex ([MCC], 39)",0.1979286135384795,0.0578871259940367,0.2929525439361298,0.2507387155044833,ASD,0.07140395
64,64,47,829,0.001848802,0.1371691,20,33,Cuneus (20),"Left inferior parietal lobue ([R IPL], 33)",0.2070957428257309,0.0776635164212731,0.2257428083983296,0.2419102967921683,ASD,0.15562579
65,65,74,1186,0.008778845,0.14464599,33,52,"Left inferior parietal lobue ([R IPL], 33)","Cerebellum ([CB], 52)",-0.2090774460674013,-0.0939928668804588,0.2234542277737467,0.2676422197546217,TD,0.15208627
66,66,94,1353,0.02087418,0.15700187,46,50,"Posterior cingulate cortex ([PCC], 46)","Cerebellum ([CB], 50)",-0.0529982559027554,0.0567749812106966,0.2144437094715242,0.3064195209289329,TD,0.18042555
67,67,10,229,0.030356143,0.15837118,5,33,Thalamus (5),"Left inferior parietal lobue ([R IPL], 33)",-0.139978906274024,-0.0342690588254818,0.2154204713409911,0.3178489025222999,TD,-0.008097852
68,68,5,174,0.037933413,0.16014643,4,26,Caudate (4),"Inferior parietal lobule ([IPL], 26)",-0.0360520041864514,0.0506867119754273,0.2517939772589245,0.2285273466846772,TD,0.28210893
69,69,86,1291,0.025887152,0.1679339,40,45,"Inferior frontal gyrus ([IFG], 40)","Anterior cingulate cortex ([ACC], 45)",0.0323812805770275,-0.0783890603525942,0.2620994728871643,0.2988294813210186,ASD,0.089517824
70,70,51,903,0.008509054,0.17335461,22,44,Fusiform gyrus (22),Precuneus (44),0.1026564556167127,-0.001014308893929,0.2040502008147781,0.2378295078757018,ASD,0.19246112
71,71,59,1012,0.031397503,0.17461845,26,39,"Inferior parietal lobule ([IPL], 26)","Middle cingulate cortex ([MCC], 39)",-0.0202423240769091,0.0824302242344531,0.2812833957111261,0.2655919350907162,TD,0.1569114
72,72,80,1218,0.0046734167,0.17656851,35,47,"Superior frontal gyrus ([SFG], 35)","Anterior cingulate cortex ([ACC], 47)",0.0579513479703673,0.1847868535007077,0.2465277673786443,0.2601498323518582,TD,0.25535172
73,73,44,784,0.046957284,0.17880641,19,21,"Middle temporal gyrus ([MTG], 19)","Right middle occipital gyrus ([R MOG], 21)",0.1244861738626541,0.2223063478570261,0.2642952338411825,0.2936753637713497,TD,0.20390886
74,74,41,727,0.0043272413,0.19188747,17,33,"Calcarine gyrus ([CalcarineG], 17)","Left inferior parietal lobue ([R IPL], 33)",0.160643959155042,0.0304928721229722,0.2420477216163148,0.2705570684667707,ASD,0.35329166
75,75,53,953,0.042664964,0.1937101,24,35,"Lingual gyrus ([LingualG], 24)","Superior frontal gyrus ([SFG], 35)",-0.2019160434124998,-0.1246315544765056,0.2333794312891653,0.2055990047588255,TD,0.0928829
76,76,84,1264,0.03302732,0.20069423,38,45,"Left inferior parietal lobule ([L IPL], 38)","Anterior cingulate cortex ([ACC], 45)",-0.1060175349261862,-0.2024563892861804,0.2483033735846563,0.2655948006252458,ASD,0.072830096
77,77,83,1247,0.039279073,0.205182,37,43,"Hippocampus ([HiPP], 37)",Precuneus (43),-0.1046892281326365,-0.0316263557668886,0.1946239760050428,0.2082362925551671,TD,0.27114674
78,78,31,598,0.030714776,0.20933868,14,15,"Precentral gyrus ([PreCG], 14)","Superior parietal lobule ([SPL], 15)",0.2553522347556602,0.1550954523808984,0.2607131493194954,0.2679945053367289,ASD,0.18237399
79,79,40,718,0.02815975,0.21296208,17,24,"Calcarine gyrus ([CalcarineG], 17)","Lingual gyrus ([LingualG], 24)",0.5925135845877546,0.4868113960557573,0.2219818510382966,0.3084839093456497,ASD,0.29625404
80,80,3,75,0.03480531,0.21902071,2,26,Subthalamus/hypothalamus (2),"Inferior parietal lobule ([IPL], 26)",-0.0928880996423987,-0.0056188474994336,0.2316337477576039,0.2394847889670109,TD,0.21553035
81,81,14,275,0.022855667,0.23155935,6,32,"Superior temporal gyrus ([STG], 6)","Inferior parietal lobule ([IPL], 32)",0.1200200514037814,0.0260484673340426,0.2259629568613917,0.2424101325316999,ASD,0.21784005
82,82,20,380,0.044122532,0.23670213,8,46,"Postcentral gyrus ([PoCG], 8)","Posterior cingulate cortex ([PCC], 46)",-0.0179726162189102,-0.1010298170375311,0.213817733730194,0.251039849959231,ASD,0.32794556
83,83,35,626,0.032999597,0.23860528,14,43,"Precentral gyrus ([PreCG], 14)",Precuneus (43),0.0941430931349398,0.0025332866773848,0.2571812971070254,0.2361603937256139,ASD,0.14187837
84,84,88,1298,0.020584906,0.23931733,40,52,"Inferior frontal gyrus ([IFG], 40)","Cerebellum ([CB], 52)",-0.0767619618739088,0.0254553635886256,0.2635348705873261,0.2425039192822689,TD,0.19262959
85,85,39,692,0.010349995,0.24867164,16,34,"Postcentral gyrus ([PoCG], 16)","Supplementary motor area ([SMA], 34)",-0.000451340761324,0.0993095571171211,0.2327252972784576,0.2124799872609946,TD,0.1423552
86,86,69,1129,0.011843144,0.27476656,31,36,"Middle frontal gyrus ([MiFG], 31)","Middle frontal gyrus ([MiFG], 36)",0.0679992719236676,-0.0421088700033159,0.2858913455691603,0.2174181384487191,ASD,0.2657739
87,87,57,978,0.0033272011,0.28477815,25,32,"Middle temporal gyrus ([MTG], 25)","Inferior parietal lobule ([IPL], 32)",-0.0905055421549925,0.0401110349611273,0.2243117759434294,0.2710921178846233,TD,0.23522608
88,88,61,1025,0.024099149,0.30320317,26,52,"Inferior parietal lobule ([IPL], 26)","Cerebellum ([CB], 52)",-0.098919908964483,0.00857271095362,0.2757387399380493,0.2689563301361127,TD,0.26840994
89,89,15,312,0.03958948,0.30544302,7,23,"Middle temporal gyrus ([MTG], 7)","Inferior occipital gyrus ([IOG], 23)",-0.0316593697782963,0.0577890477097964,0.2029353224379458,0.2774536809168499,TD,0.32765555
90,90,68,1121,0.036266185,0.33730304,30,50,"Right inferior frontal gyrus ([R IFG], 30)","Cerebellum ([CB], 50)",-0.0543243636415962,0.0329907774644522,0.1890207491542137,0.2691264044074898,TD,0.36221048
91,91,18,358,0.009289993,0.34091213,8,24,"Postcentral gyrus ([PoCG], 8)","Lingual gyrus ([LingualG], 24)",0.1725973328892444,0.0599574337054954,0.2103837289870778,0.2699762950126932,ASD,0.24680564
92,92,17,354,0.033333115,0.34202504,8,20,"Postcentral gyrus ([PoCG], 8)",Cuneus (20),0.1637621444369229,0.0672576392990967,0.2241641286735614,0.2821888840342599,ASD,0.36554626
93,93,33,603,0.00529453,0.35676494,14,20,"Precentral gyrus ([PreCG], 14)",Cuneus (20),0.2222050832250221,0.0929537349614201,0.2671232582418073,0.2600670220416838,ASD,0.3156418
94,94,32,600,0.029476756,0.39873752,14,17,"Precentral gyrus ([PreCG], 14)","Calcarine gyrus ([CalcarineG], 17)",0.1614293733787016,0.0551831226964903,0.2863140285663532,0.272684094916668,ASD,0.3615311
95,95,34,607,0.016713254,0.4031445,14,24,"Precentral gyrus ([PreCG], 14)","Lingual gyrus ([LingualG], 24)",0.1906443476618552,0.0912117069114794,0.2518519123486108,0.2248450029596234,ASD,0.34374672
